LOGIN,PERSON_BUSINESS_TITLE,PERSON_BUSINESS_TITLE_DETAIL,PERSON_COMPANY,PERSON_DEPTNAME,PERSON_JOB_CODE,PERSON_JOB_FAMILY,PERSON_LOCATION,PERSON_MGR_ID,PERSON_ROLLUP_1,PERSON_ROLLUP_2,PERSON_ROLLUP_3
56604,34799,8,33904,34063,33431,33430,6,34062,2,33365,4
56579,37491,33777,33290,35454,9,33905,6,41062,33426,35335,33428
56565,37832,8,33290,34862,33289,33526,6,56566,33521,34861,33523
56483,33413,8,33408,33406,33309,33370,6,34001,2,33365,4
56479,33336,8,33313,33438,33275,11,6,39698,2,3,4
56465,33518,8,33290,35926,9,33430,6,44229,33339,34566,33341
56459,33518,8,33290,34134,9,33430,6,35913,33416,33476,33418
56380,35071,8,33290,34251,33431,33430,6,39582,2,33730,4
56371,56372,8,33290,33812,33431,33430,6,41068,33299,33601,33301
56350,56353,8,33290,56352,33431,33291,6,56351,33283,33584,33285
56333,36965,8,33290,36964,33431,33291,6,36962,33283,36963,33285
56270,56271,8,33290,36015,33431,34569,6,55749,33283,35543,33285
56253,56254,8,33904,36385,33431,33863,6,36384,2,33730,4
56231,40395,8,33290,34752,33431,33430,6,38514,33299,34471,33301
56219,56220,8,33904,42245,33326,33430,6,52520,2,33730,4
56195,39133,8,33408,33366,33289,33370,6,40770,2,33365,4
56184,56185,8,33290,34131,33289,33291,6,44559,33283,40171,33285
56142,33489,8,33313,33307,33275,11,6,33825,2,3,4
56119,33518,8,33290,34483,9,33430,6,34482,33283,34411,33285
56095,52153,8,33290,35398,33326,33430,6,35397,33426,33675,33428
56089,33478,8,33290,36355,33431,33430,6,46800,33416,33689,33418
56084,49839,35217,35218,35215,33345,33461,6,35214,33339,35215,33341
56062,56063,8,33290,36119,33289,33347,6,53006,33347,36118,33502
56022,33376,8,33296,33375,33268,33270,6,38940,2,33265,4
56014,33336,8,33313,33279,33275,11,6,34294,2,3,4
55974,40456,55976,33290,33350,33431,33291,6,55975,33283,33885,33285
55968,55970,8,33904,35336,33289,33423,6,55969,33426,35335,33428
55941,55942,8,33290,34412,33431,33291,6,52731,33283,34411,33285
55919,49803,8,33290,35018,33289,33347,6,49802,33347,35017,33502
55902,55903,8,33290,48624,34576,34613,6,34571,33283,33447,33285
55857,33518,8,33290,33429,33289,33430,6,34701,33426,33427,33428
55831,33518,8,33290,33690,9,33430,6,45886,33416,33689,33418
55803,36788,8,33904,35629,33431,33389,6,36787,2,3,4
55798,55799,8,33290,33999,33326,33423,6,38569,33426,33427,33428
55762,34970,8,33455,33769,33431,33347,6,40411,2,33768,4
55751,33518,8,33290,44155,9,33430,6,44154,33283,33447,33285
55747,36431,8,33290,34472,33289,33526,6,40183,33299,34471,33301
55705,37038,35217,35218,35215,9,33304,6,51775,33339,35215,33341
55703,33308,8,33296,33279,33309,11,6,35182,2,3,4
55701,55702,8,33290,42245,9,33430,6,37919,2,33730,4
55696,35556,8,33844,33928,33309,33930,6,35555,33426,33927,33428
55687,39172,8,33904,34063,9,33423,6,40225,2,33365,4
55659,55660,8,33290,33573,9,33430,6,37683,33416,33529,33418
55658,33947,8,33290,39065,9,33430,6,39064,33316,34024,33317
55651,55652,8,33290,34491,33345,34577,6,34571,33283,33358,33285
55639,33518,8,33290,33916,9,33430,6,36504,33416,33689,33418
55636,44431,35217,33346,33598,33326,33430,6,38577,33339,33895,33341
55634,55635,8,33290,33866,33431,33430,6,55128,33299,33866,33301
55624,37080,8,33290,33470,33326,33461,6,33469,33283,33284,33285
55619,43407,8,33313,33279,33309,11,6,34036,2,3,4
55588,55589,8,33290,40652,33326,33423,6,36460,33283,33584,33285
55582,55583,8,33290,36239,33326,38385,6,52849,33316,33385,33317
55578,42379,8,33296,33375,33431,11,6,46750,2,3,4
55572,33336,8,33313,33279,33275,11,6,33754,2,3,4
55563,44698,8,33290,35018,9,33347,6,36942,33347,35017,33502
55544,52830,36172,33290,35112,33326,33291,6,55545,33416,33529,33418
55542,40574,8,33290,34597,33431,33347,6,37365,33347,34597,33502
55540,55167,8,33290,37667,33289,33657,6,37666,33299,33395,33301
55537,55538,8,33290,35551,33431,33291,6,48048,33283,33584,33285
55527,33933,8,33369,33366,33309,33370,6,33932,2,33365,4
55482,33478,8,33290,44155,33431,33430,6,47845,33283,33447,33285
55471,55472,8,33290,34047,9,33430,6,45701,34046,34047,34048
55448,55449,8,33269,33438,33309,11,6,34389,2,3,4
55431,33677,8,33290,33787,33309,33678,6,38376,33426,33675,33428
55386,41957,8,33408,33366,33309,33370,6,35122,2,33365,4
55378,33862,8,33290,35916,9,33863,6,43785,33316,33385,33317
55349,34743,8,33313,33467,33268,33270,6,38680,2,33265,4
55345,43718,8,33290,33549,33309,33526,6,35655,33521,34787,33523
55314,50943,36172,33290,35301,9,33930,6,50942,33416,33529,33418
55303,40091,8,33290,33775,33431,33291,6,39389,33283,33323,33285
55296,55297,36662,33290,36661,33431,33291,6,43239,33283,33284,33285
55290,33308,8,33313,33279,33309,11,6,33819,2,3,4
55282,55284,8,33844,35336,33431,34435,6,55283,33426,35335,33428
55279,37904,8,33844,33854,33326,33461,6,37903,33426,33853,33428
55225,33947,8,33290,34102,9,33430,6,35062,33299,33790,33301
55220,40499,8,33269,33266,33431,11,6,39914,2,3,4
55175,51123,8,33290,35112,33326,33461,6,45524,33416,33529,33418
55166,55167,8,33290,37667,33289,33657,6,37666,33299,33395,33301
55154,42897,8,33290,39584,33431,34545,6,34579,33316,33385,33317
55108,33929,8,33844,33928,33309,33930,6,39163,33426,33927,33428
55093,33518,8,33290,34353,9,33430,6,45941,33316,34024,33317
55091,55092,8,33290,36355,33431,33863,6,36354,33416,33689,33418
55052,33518,8,33290,34257,33289,33430,6,55053,33316,34256,33317
55048,7,8,33455,33453,9,11,6,44311,2,3,4
55045,34246,8,33313,33438,33289,33403,6,35094,2,3,4
55013,55014,8,33904,36213,33326,33423,6,39687,2,34181,4
55004,55005,8,33313,34573,33289,34780,6,37463,33283,34572,33285
54990,54991,8,33290,35132,33431,33423,6,37339,33283,33447,33285
54945,33430,43694,33290,34662,33431,33430,6,37127,33283,36494,33285
54942,41466,8,33904,36213,33326,33291,6,39788,2,34181,4
54937,33518,8,33290,38121,33289,33430,6,38120,2,34181,4
54927,33518,8,33290,33731,9,33430,6,33729,2,33730,4
54913,36757,8,33369,33366,33309,33370,6,38866,2,33365,4
54875,33518,8,33330,33350,33289,33430,6,41969,33283,33885,33285
54865,33862,8,33290,42721,9,33863,6,42720,33316,33385,33317
54847,37491,8,33290,33731,9,33905,6,36280,2,33730,4
54845,33336,8,33313,33307,33275,11,6,35034,2,3,4
54819,45986,8,33290,33549,33289,33526,6,43909,33521,34787,33523
54814,33622,8,33290,34182,9,33604,6,37500,2,34181,4
54789,34936,8,33290,36430,9,33712,6,37017,33521,36430,33523
54786,54787,8,33290,33775,33345,33291,6,35788,33283,33323,33285
54782,54783,8,33346,33598,9,33430,6,45293,33339,33895,33341
54766,33518,8,33290,34025,33289,33430,6,49509,33316,34024,33317
54759,44454,8,33290,33302,33431,34851,6,41444,33299,33300,33301
54745,34557,8,33290,37709,33431,33430,6,40900,33283,33447,33285
54730,54731,8,33313,35629,33345,11,6,53063,2,3,4
54725,54726,8,33904,35336,33431,33423,6,52808,33426,35335,33428
54708,54709,8,33290,34862,34576,36052,6,36050,33521,34861,33523
54689,54690,8,33290,38008,33431,33291,6,47987,33283,40641,33285
54646,35556,8,33844,33928,33309,33930,6,35555,33426,33927,33428
54628,33691,8,33290,33936,9,33430,6,33935,33283,33447,33285
54626,33518,8,33290,33902,9,33430,6,50401,2,33730,4
54603,33518,8,33290,34102,9,33430,6,54499,33299,33790,33301
54598,33933,8,33369,33366,33309,33370,6,36470,2,33365,4
54566,36093,8,33290,34047,33326,34046,6,54567,34046,34047,34048
54562,54563,8,33290,35926,33431,33604,6,42768,33339,34566,33341
54534,33518,8,33290,34251,9,33430,6,47328,2,33730,4
54507,33518,8,33290,34793,9,33430,6,39867,33299,33601,33301
54486,33336,8,33313,33273,33275,11,6,33640,2,3,4
54450,54451,8,33290,33798,33431,33604,6,33797,33283,33447,33285
54438,54439,8,33290,37667,33431,33657,6,42704,33299,33395,33301
54434,33832,8,33290,35260,9,33833,6,54435,33426,33927,33428
54427,33308,8,33313,33438,33309,11,6,33816,2,3,4
54426,36978,8,33904,34063,33431,33604,6,41005,2,33365,4
54418,54419,8,33904,35629,34576,42967,6,53063,2,3,4
54391,33420,8,33422,33419,33431,33423,6,33415,33416,33417,33418
54378,54379,8,33290,34857,33345,33526,6,45034,33521,34856,33523
54367,35816,8,33290,33676,9,33678,6,35815,33426,33675,33428
54352,54353,8,33290,34662,33431,33461,6,37581,33283,36494,33285
54320,54322,51086,33290,54321,33431,33291,6,41026,33283,33323,33285
54317,54318,8,33290,33549,9,33526,6,52891,33521,34787,33523
54302,33518,8,33290,34251,9,33430,6,39582,2,33730,4
54287,54288,8,33290,40045,33289,33347,6,40044,33347,36118,33502
54286,33677,8,33290,34041,33309,33678,6,34040,33426,33675,33428
54266,54267,8,33369,33366,33289,33370,6,38866,2,33365,4
54247,40144,8,33313,33467,33326,11,6,43122,2,3,4
54229,54230,35217,35275,35273,9,35276,6,46788,33339,35272,33341
54180,54181,8,33290,33812,33431,33430,6,52273,33299,33601,33301
54137,39165,8,33290,34793,33326,33430,6,41181,33299,33601,33301
54115,36850,8,33290,36490,33431,33461,6,40766,33283,33284,33285
54070,54072,8,33290,34597,33345,33347,6,54071,33347,34597,33502
54041,33518,8,33290,34251,33431,33430,6,34451,2,33730,4
54020,36077,8,10,33438,33309,11,6,36076,2,3,4
54008,54009,8,33296,34200,9,33657,6,38171,2,33730,4
54004,33622,8,33290,33517,33431,33604,6,33516,33357,33458,33359
54003,46013,34572,33290,34573,33431,33291,6,43712,33283,34572,33285
53995,45541,8,33290,33497,33289,34780,6,39389,33283,33323,33285
53984,33478,8,33290,33621,33431,33430,6,45687,33426,33621,33428
53957,33413,8,33369,33406,33309,33370,6,33506,2,33365,4
53929,35480,8,34210,33366,33289,33930,6,40039,33416,34207,33418
53908,34936,8,33904,42245,33431,33712,6,46926,2,33730,4
53890,53891,8,33844,33854,33345,33461,6,35466,33426,33853,33428
53887,51907,8,33290,34535,9,34553,6,36444,33283,33447,33285
53881,33518,8,33290,40724,9,33430,6,53149,33416,35971,33418
53871,45383,8,33269,33266,33326,11,6,39914,2,3,4
53841,53842,8,33904,33870,33431,33291,6,36212,2,3,4
53799,33518,8,33290,35926,33289,33430,6,39991,33339,34566,33341
53704,36431,8,33290,36928,33289,33526,6,46833,33521,36927,33523
53703,36431,8,33290,34862,9,33526,6,35894,33521,34861,33523
53694,37804,8,33313,33279,33309,11,6,34030,2,3,4
53652,36530,8,33313,33438,33309,11,6,51153,2,3,4
53622,53623,8,33290,35427,34576,36052,6,36050,33521,35427,33523
53611,53612,8,33290,34597,33289,33347,6,40372,33347,34597,33502
53610,34936,8,33290,35212,33289,33712,6,37365,33347,37549,33502
53605,53606,8,33408,37239,9,33595,6,40225,2,33365,4
53582,36850,53583,33290,36151,33431,33461,6,36149,33283,36150,33285
53570,53572,8,33904,34979,33326,33526,6,53571,33521,34979,33523
53560,53561,8,33290,35027,53562,37136,6,35003,35025,35027,35026
53551,53552,8,33290,33517,33326,33430,6,37711,33357,33458,33359
53531,53533,8,33313,35285,33268,33270,6,53532,2,33265,4
53529,33947,8,33290,35454,9,33430,6,44688,33426,35335,33428
53517,36929,8,33290,36928,33431,33526,6,49686,33521,36927,33523
53490,53491,8,33290,34047,33431,33430,6,45701,34046,34047,34048
53474,33336,8,33269,33279,33275,11,6,36810,2,3,4
53458,36877,8,33290,35454,33431,33430,6,46990,33426,35335,33428
53455,53456,8,33290,33360,33431,33423,6,37252,33357,33358,33359
53443,33336,8,33313,33438,33275,11,6,33630,2,3,4
53441,40547,35227,33290,33854,33345,33461,6,35466,33426,33853,33428
53432,44431,8,33290,35132,33326,33430,6,44052,33283,33447,33285
53414,53415,8,34913,33530,9,33833,6,49318,33416,33529,33418
53410,53411,33777,33290,51112,33431,33291,6,51134,33283,33323,33285
53400,34936,8,33290,45499,33431,33712,6,53401,33357,33358,33359
53392,53393,8,33290,37667,33289,33657,6,37666,33299,33395,33301
53376,53378,8,33290,36487,9,53379,6,53377,33416,33476,33418
53319,53320,8,33290,42102,33326,33430,6,45355,33316,34024,33317
53298,7,8,33296,33294,9,11,6,53299,2,3,4
53283,53284,8,33290,36805,33345,33930,6,36996,33426,33927,33428
53256,33518,8,33290,33602,9,33430,6,47152,33299,33601,33301
53245,36940,8,33290,35835,9,33863,6,42844,33316,33385,33317
53212,33518,8,33290,37057,9,33430,6,53213,33316,34024,33317
53206,44431,8,33290,34025,33326,33430,6,36095,33316,34024,33317
53198,33518,8,33388,37014,9,33430,6,45156,33316,37013,33317
53197,33862,8,33290,37386,9,33863,6,39593,33299,34471,33301
53161,53163,8,34913,35301,9,33423,6,53162,33416,33529,33418
53133,33336,8,33313,33307,33275,11,6,40816,2,3,4
53129,35895,8,33290,36730,33431,33526,6,45169,33521,38331,33523
53115,53116,37028,37028,37029,9,33430,6,37027,33339,37028,33341
53109,33518,8,33290,44552,9,33430,6,35679,33283,33284,33285
53105,34557,8,33290,35132,9,33430,6,53106,33283,33447,33285
53102,53103,33751,33290,33667,33431,33461,6,33665,33283,33666,33285
53069,53070,33751,33290,33667,33431,33291,6,37102,33283,33666,33285
53062,53064,8,33904,35629,33345,11,6,53063,2,3,4
53054,38320,8,33320,33386,33289,33657,6,39895,33316,33385,33317
53053,33518,40152,33290,34347,9,33430,6,40151,33316,34347,33317
53044,33518,8,33290,35571,9,33430,6,40930,33283,35570,33285
53022,36533,8,33290,35112,9,33291,6,53023,33416,33529,33418
53020,53021,8,33290,35374,33345,11,6,42248,33426,33675,33428
52997,52998,8,33290,35228,33289,33291,6,39769,33283,35227,33285
52979,7,8,33313,39297,9,11,6,52980,2,3,4
52971,52972,8,33290,35207,33326,33526,6,41993,33521,34787,33523
52969,52970,8,33290,35905,33431,33461,6,51229,33426,33621,33428
52947,33518,8,33290,33866,9,33430,6,43109,33299,33866,33301
52941,52942,8,33290,35228,33431,33461,6,50709,33283,35227,33285
52934,52935,8,10,33273,33309,11,6,1,2,3,4
52920,33308,8,33313,33279,33309,11,6,34036,2,3,4
52913,34918,8,33276,33485,33431,11,6,52914,2,3,4
52898,44404,8,33313,33438,33309,11,6,33816,2,3,4
52897,33518,8,33290,40207,33431,33430,6,41529,33339,35272,33341
52890,52892,8,33290,33549,33289,33526,6,52891,33521,34787,33523
52885,34936,8,33290,38881,9,33712,6,38880,33299,33601,33301
52862,52864,8,33290,35132,33431,35134,6,52863,33283,33447,33285
52845,33518,8,33290,34134,9,33430,6,35913,33416,33476,33418
52829,52830,8,33290,36964,33326,33291,6,38789,33283,36963,33285
52816,33464,8,33313,33438,33309,33403,6,33463,2,3,4
52807,52809,8,33904,35336,33326,33423,6,52808,33426,35335,33428
52796,33333,8,33313,33467,33268,33270,6,39191,2,33265,4
52792,33622,8,33290,34483,9,33604,6,36720,33283,34411,33285
52780,52781,8,33290,37386,33431,33905,6,51418,33299,34471,33301
52758,43407,8,33296,33438,33309,11,6,34324,2,3,4
52711,33420,33421,33422,33419,33431,33423,6,52712,33416,33417,33418
52685,38764,8,33269,33266,33431,11,6,41149,2,3,4
52654,36431,8,33296,33568,33431,33526,6,52655,2,34012,4
52646,33449,8,33290,33448,33289,33450,6,33446,33283,33447,33285
52637,33518,8,33290,33731,9,33430,6,39587,2,33730,4
52595,52596,8,33269,38594,33431,11,6,52163,2,3,4
52589,52590,8,33290,33812,33431,33430,6,41068,33299,33601,33301
52586,33442,8,33313,33438,33309,11,6,42496,2,3,4
52564,36850,8,33290,35905,33431,33461,6,41693,33426,33621,33428
52557,33609,8,33269,33266,33268,33270,6,33353,2,33265,4
52521,52522,8,33290,34491,37826,37827,6,36568,33283,33358,33285
52492,33933,8,33369,33366,33309,33370,6,33932,2,33365,4
52478,52479,8,33290,35881,33289,33833,6,38371,33426,35335,33428
52460,39829,33421,33422,34543,9,34717,6,47255,33416,34542,33418
52456,52457,8,33290,34862,33431,33526,6,50920,33521,34861,33523
52412,33336,8,33313,33438,33275,11,6,35503,2,3,4
52395,52397,8,33290,33798,33326,33430,6,52396,33283,33447,33285
52377,39507,8,33290,34935,9,35134,6,40407,2,34181,4
52373,33677,8,33290,34041,33309,33678,6,37858,33426,33675,33428
52367,34858,8,33290,34857,9,34539,6,52368,33521,34856,33523
52342,52343,8,33290,33866,33326,33430,6,33865,33299,33866,33301
52337,33760,8,33296,33553,33345,11,6,43122,2,3,4
52330,36521,8,33290,34131,9,33291,6,40473,33283,40171,33285
52322,52323,8,33313,33769,33289,33347,6,35845,2,33768,4
52318,33691,8,33290,37709,9,33430,6,51575,33283,33447,33285
52315,33518,8,33290,34793,33289,33430,6,42345,33299,33601,33301
52294,52296,33421,33422,33828,9,33430,6,52295,33416,33689,33418
52272,52274,8,33290,33812,33431,33905,6,52273,33299,33601,33301
52233,33518,8,33388,34025,9,33430,6,49742,33316,34024,33317
52228,46748,8,33290,37667,33289,33657,6,37666,33299,33395,33301
52223,52224,8,33290,34480,33326,33430,6,47741,33316,34024,33317
52218,52219,8,33290,35108,33431,33430,6,43347,33339,34566,33341
52216,40144,8,33455,33453,33326,11,6,43425,2,3,4
52197,33336,8,33276,33307,33275,11,6,34291,2,3,4
52195,33862,8,33290,42721,9,33863,6,42720,33316,33385,33317
52180,52181,8,33290,36355,33326,33430,6,37117,33416,33689,33418
52150,43930,8,33313,33438,33309,11,6,35663,2,3,4
52119,52120,8,33290,44260,33431,33347,6,50905,33347,35017,33502
52106,7,8,33455,33453,9,11,6,52107,2,3,4
52103,33336,8,33313,33279,33275,11,6,34763,2,3,4
52080,34743,8,33296,33375,33268,33270,6,34742,2,33265,4
52073,34656,8,33290,48215,33431,33595,6,48214,33299,33601,33301
52070,48351,8,33269,33266,33431,33678,6,36287,2,3,4
52045,36802,8,33290,34597,33431,33347,6,39159,33347,34597,33502
52025,52027,8,33290,33524,9,33526,6,52026,33521,33522,33523
52016,52017,8,33290,40460,33326,34539,6,50917,33299,36226,33301
51997,39133,8,33408,33366,33289,33370,6,41972,2,33365,4
51978,33336,8,33313,33279,33275,11,6,34893,2,3,4
51939,51940,8,33290,33477,9,600,6,39248,33416,33476,33418
51930,33336,8,33313,33279,33275,11,6,34893,2,3,4
51910,44880,8,33290,33429,33431,33430,6,37473,33426,33427,33428
51906,51907,8,33290,34535,33289,34553,6,36444,33283,33447,33285
51894,33478,8,33290,33429,9,33430,6,33425,33426,33427,33428
51883,33308,8,33313,33438,33309,11,6,38349,2,3,4
51866,33336,8,33269,33307,33275,11,6,36737,2,3,4
51825,51826,8,33904,33870,33431,11,6,38700,2,3,4
51798,51800,8,34210,34208,9,11,6,51799,33416,34207,33418
51774,37038,35217,35218,35215,33289,33304,6,51775,33339,35215,33341
51734,51735,8,33296,36385,33431,33657,6,36384,2,33730,4
51724,51726,8,33290,33477,33431,34539,6,51725,33416,33476,33418
51695,51696,34383,33290,33350,33431,33291,6,43483,33283,33885,33285
51665,33518,8,33290,40767,9,33430,6,40766,33283,33284,33285
51661,51662,8,33904,34611,34576,51663,6,34609,2,34610,4
51630,33336,8,33296,33307,33275,11,6,34074,2,3,4
51626,33677,8,33290,34041,33309,33678,6,37858,33426,33675,33428
51615,51616,8,33290,35475,33326,35477,6,38974,33357,35474,33359
51604,51605,8,33290,33999,33431,34569,6,38167,33426,33427,33428
51593,47337,8,33290,51594,33289,33430,6,47336,33426,33675,33428
51510,50057,8,33269,34200,33289,33657,6,39794,2,33730,4
51490,33336,8,33276,33307,33275,11,6,34321,2,3,4
51481,51483,51484,33290,34381,33431,33291,6,51482,33283,33584,33285
51476,51477,8,33290,34556,33326,33430,6,34555,33316,34024,33317
51464,33518,8,33290,44155,9,33430,6,47845,33283,33447,33285
51453,35165,8,33290,36928,33431,33526,6,42549,33521,36927,33523
51444,33947,8,33290,35926,9,33430,6,41439,33339,34566,33341
51410,34883,8,33408,33966,33309,33370,6,34882,2,33365,4
51406,33518,8,33290,36227,9,33430,6,36225,33299,36226,33301
51380,51381,8,33290,34979,33326,33526,6,45034,33521,34979,33523
51373,38628,8,33290,34047,34576,38629,6,38627,34046,34047,34048
51363,51364,8,33290,33524,33431,33526,6,40253,33521,33522,33523
51360,33308,8,33276,33307,33309,11,6,34124,2,3,4
51342,33518,8,33290,33812,33289,33430,6,37753,33299,33601,33301
51326,36292,8,33290,34163,33431,33423,6,36291,33357,33458,33359
51312,33518,8,33290,33731,33289,33430,6,33729,2,33730,4
51290,7,8,10,5,9,11,6,42664,2,3,4
51279,7,8,33313,33467,9,11,6,51280,2,3,4
51272,41577,8,33276,33438,33309,11,6,35268,2,3,4
51268,37668,8,33455,34200,33309,33657,6,34199,2,33730,4
51256,36281,8,33904,34063,33431,33905,6,35936,2,33365,4
51246,39634,8,33408,33406,33289,33370,6,33405,2,33365,4
51237,51238,8,33290,33787,33289,33678,6,35815,33426,33675,33428
51228,51230,8,33290,33621,33326,33430,6,51229,33426,33621,33428
51211,36214,8,33290,33360,9,33423,6,37252,33357,33358,33359
51122,51123,8,33290,35112,33326,33461,6,45524,33416,33529,33418
51094,51095,8,33290,36667,9,35276,6,49649,33339,34566,33341
51061,33489,8,33313,33279,33275,11,6,34703,2,3,4
51056,51057,8,33904,37424,33326,11,6,43995,2,3,4
51025,51026,8,33904,35629,33431,33423,6,43122,2,3,4
51023,33518,8,33290,33936,33431,33430,6,37643,33283,33447,33285
51015,51016,8,33290,33549,33289,33526,6,45998,33521,34787,33523
50961,50962,8,33290,33517,9,33430,6,35096,33357,33458,33359
50919,50921,8,33290,34862,33431,33526,6,50920,33521,34861,33523
50860,50861,8,34210,33366,33289,33370,6,41662,33416,34207,33418
50846,50847,8,33290,35018,33431,33347,6,38342,33347,35017,33502
50843,33691,8,33290,36487,33289,33430,6,50844,33416,33476,33418
50842,33336,8,33313,33307,33275,11,6,38085,2,3,4
50828,50829,8,33290,40901,9,33595,6,50255,33283,33447,33285
50817,33336,8,33296,33541,33275,11,6,35291,2,3,4
50779,41027,33751,33290,33667,33431,33291,6,38301,33283,33666,33285
50743,37551,8,33313,33769,9,33347,6,36654,2,33768,4
50734,50736,8,33290,35835,33326,33863,6,50735,33316,33385,33317
50719,50720,8,33290,35551,33289,34780,6,41449,33283,33584,33285
50713,33308,8,33313,33279,33309,11,6,37786,2,3,4
50691,50692,8,33313,33467,33289,36029,6,39717,2,3,4
50679,50681,40163,33290,38624,33431,34780,6,50680,33283,40641,33285
50673,50675,8,33290,36151,33431,34780,6,50674,33283,36150,33285
50667,35162,8,33369,33366,33289,33370,6,37875,2,33365,4
50656,39952,8,33290,33545,33268,33270,6,39951,33521,33544,33523
50651,33336,8,33269,33307,33275,11,6,33858,2,3,4
50617,50619,8,33276,33438,33289,33712,6,50618,2,3,4
50616,49482,8,33408,33366,33289,33370,6,35694,2,33365,4
50572,33336,8,33276,33279,33275,11,6,36456,2,3,4
50569,44435,35227,33290,33593,34576,34577,6,43073,33416,33529,33418
50556,36877,8,33290,40724,33431,33430,6,33475,33416,35971,33418
50406,33336,8,33276,33307,33275,11,6,33837,2,3,4
50405,33336,8,33313,33307,33275,11,6,33561,2,3,4
50376,36929,8,33290,36088,33431,33526,6,36086,33521,36087,33523
50372,50373,8,34913,33530,33431,35276,6,48235,33416,33529,33418
50363,33518,8,33290,36667,9,33430,6,42177,33339,34566,33341
50350,50351,8,33290,35374,33431,37073,6,44004,33426,33675,33428
50318,7,8,33296,33294,33289,11,6,50319,2,3,4
50313,50314,36963,33290,36964,33431,33461,6,38789,33283,36963,33285
50297,34918,8,33269,33266,33431,11,6,49392,2,3,4
50260,50261,8,33290,34862,33289,33526,6,38204,33521,34861,33523
50254,50256,8,33290,40901,9,33423,6,50255,33283,33447,33285
50207,33518,8,33290,33812,9,33430,6,50208,33299,33601,33301
50201,50203,8,33290,34862,33326,33526,6,50202,33521,34861,33523
50133,50134,8,33290,34363,33431,33604,6,38339,33316,33385,33317
50116,34918,8,33313,33467,33431,11,6,50117,2,3,4
50110,33478,8,33290,40737,33431,33430,6,38782,33283,33584,33285
50077,33518,8,33290,35374,9,33430,6,36246,33426,33675,33428
50074,50075,8,33290,39341,9,33291,6,39340,33283,36494,33285
50071,50072,8,33290,34573,33326,33291,6,43712,33283,34572,33285
50042,33518,8,33290,40767,33431,33430,6,40766,33283,33284,33285
50027,50028,8,33290,37386,9,33430,6,40338,33299,34471,33301
50019,50020,8,33290,33840,9,33430,6,37343,33299,33395,33301
49987,49988,8,33290,35972,33431,33461,6,46489,33416,35971,33418
49982,33677,8,33290,38458,33289,33678,6,36234,33299,34397,33301
49949,7,8,33276,33485,33289,11,6,37298,2,3,4
49945,36249,8,33290,33812,33431,33430,6,49946,33299,33601,33301
49917,36757,8,33369,33366,33309,33370,6,33364,2,33365,4
49890,49893,8,33290,49892,33431,33291,6,49891,33283,36150,33285
49822,39726,8,33388,35491,33431,38612,6,38610,33316,34256,33317
49801,49803,8,33290,35018,33289,33347,6,49802,33347,35017,33502
49780,34918,8,33313,33312,33431,11,6,49781,2,3,4
49749,33691,8,33290,33517,9,33430,6,36675,33357,33458,33359
49739,33336,8,33269,33279,33275,11,6,33782,2,3,4
49738,34390,8,33276,33438,33309,11,6,35593,2,3,4
49685,49687,8,33290,36928,33326,33526,6,49686,33521,36927,33523
49664,33503,8,33313,33769,33431,33347,6,35845,2,33768,4
49646,49647,35227,33290,35228,9,33291,6,42329,33283,35227,33285
49631,33336,8,33313,33307,33275,11,6,35959,2,3,4
49618,49619,8,33290,42721,9,33863,6,42720,33316,33385,33317
49614,40783,8,33313,34200,33289,33657,6,42144,2,33730,4
49606,49607,8,33290,36730,33326,33526,6,40872,33521,38331,33523
49600,49602,8,33904,35336,9,38385,6,49601,33426,35335,33428
49586,34557,8,33290,35374,33431,33430,6,49587,33426,33675,33428
49572,49574,33344,33346,48567,9,33604,6,49573,33339,33895,33341
49568,33498,8,33290,33497,33289,33291,6,34152,33283,33323,33285
49562,49563,8,38785,38783,33326,33461,6,38782,33283,33584,33285
49542,49543,8,33290,33866,33326,33430,6,35668,33299,33866,33301
49534,36249,8,33290,33517,33431,33430,6,36397,33357,33458,33359
49505,33832,8,33904,35629,33289,33833,6,33353,2,3,4
49476,44857,8,33290,44856,33431,33291,6,49477,33283,44855,33285
49442,49443,8,33290,41152,34576,36052,6,36050,33521,41152,33523
49437,42928,36228,33290,34412,33289,33291,6,42927,33283,34411,33285
49423,33518,8,33290,34251,9,33430,6,41788,2,33730,4
49416,49417,8,33290,33530,33431,33461,6,48235,33416,33529,33418
49396,38332,8,33290,33524,33431,33526,6,44111,33521,33522,33523
49391,49393,8,33269,33266,33431,11,6,49392,2,3,4
49386,36553,8,33313,33279,33309,11,6,34703,2,3,4
49360,49362,8,33269,33266,33268,33270,6,49361,2,33265,4
49350,33622,8,33290,33360,9,33604,6,46333,33357,33358,33359
49326,49327,8,33290,34862,33345,33526,6,45267,33521,34861,33523
49317,49319,8,33290,33530,9,33833,6,49318,33416,33529,33418
49299,33336,8,33313,33273,33275,11,6,34600,2,3,4
49262,33862,8,33290,42721,33289,33863,6,42720,33316,33385,33317
49258,34560,8,33290,33396,9,33430,6,39466,33299,33395,33301
49257,33622,8,33290,39171,9,33930,6,40891,33426,33927,33428
49255,33518,8,33290,33448,33431,33430,6,38741,33283,33447,33285
49228,33336,8,33276,33541,33275,11,6,34189,2,3,4
49226,49227,8,33313,33769,33289,33347,6,44610,2,33768,4
49209,49210,8,33313,34200,9,33657,6,42144,2,33730,4
